post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
82619084.black-friday-upgrade-and-new-chat,2022-11-25T10:00:15.762Z,false,2022-11-25T10:00:15.868Z,2022-11-25T10:00:15.868Z,newsletter,everyone,Black Friday: Upgrade & New Chat Features,A private space for us to converse and connect,
82550952.people-moves-04112022,2022-11-04T15:39:29.963Z,true,2022-11-04T15:39:30.314Z,2022-11-04T15:39:30.314Z,newsletter,only_paid,People Moves: 04/11/2022,"Cushman & Wakefield appoints EMEA Sustainability Services Lead and Societe Generale releases Q3 financial results: profit down, revenues rise; stock up",
82310733.people-moves-03112022,2022-11-03T12:14:39.362Z,true,2022-11-03T12:14:39.480Z,2022-11-03T12:14:39.480Z,newsletter,only_paid,People Moves: 03/11/2022,"Manulife Investment Management's GRESB Real Estate and Infrastructure Assessment results showcase commitment to ESG integration, and new senior appointments at Vistra in the US and T-Corp in Australia",
82114274.people-moves-02112022,2022-11-02T12:58:29.604Z,true,2022-11-02T12:58:29.779Z,2022-11-02T12:58:29.779Z,newsletter,only_paid,People Moves: 02/11/2022,"Steve Jennings to spearhead new dedicated Real Estate practice for AmTrust, and Climate change specialist Tom Dearing joins Savills Environment and Infrastructure team",
81904500.people-moves-01112022,2022-11-01T11:45:50.360Z,true,2022-11-01T11:45:50.545Z,2022-11-01T11:45:50.545Z,newsletter,only_paid,People Moves: 01/11/2022,"Renewables Infrastructure Group appoints new Chair of Board, Cambridge & Counties Bank expands Midlands real estate team with two senior appointments, and HIG hires Alessio Lucentini from EQT",
81175340.news-and-insights-28102022,2022-10-28T11:48:41.201Z,true,2022-10-28T11:48:41.435Z,2022-10-28T11:48:41.435Z,newsletter,only_paid,News & Insights: 28/10/2022,"Abu Dhabi’s Aldar Properties posts 27% jump in Q3 net profit on booming sales, Agrarius establishes Africa's first JSE listed Sukuk, and Egypt's Paragon Real Estate Development appoints Savills Egypt",
80731884.people-moves-26102022,2022-10-26T08:40:30.978Z,true,2022-10-26T08:40:31.073Z,2022-10-26T08:40:31.073Z,newsletter,only_paid,People Moves: 26/10/2022,"Savills appoints Orla Coyle as Head of ESG in its Dublin office, NEPC appoints real estate industry veteran Shelley Santulli, and Nuveen repositions infrastructure fund towards decarbonisation",
80504451.news-and-insights-25102022,2022-10-25T06:48:18.894Z,true,2022-10-25T06:48:19.090Z,2022-10-25T06:48:19.090Z,newsletter,only_paid,News & Insights: 25/10/2022,DBS Bank's Joyce Tee discusses the challenges of approaching ESG as Singapore's largest SME lender and Rishi Sunak MP is appointed to succeed Liz Truss MP as Prime Minister of the United Kingdom,
79799361.people-moves-21102022,2022-10-21T14:47:28.178Z,true,2022-10-21T14:47:28.362Z,2022-10-21T14:47:28.362Z,newsletter,only_paid,People Moves: 21/10/2022,"Rightmove Plc appoints EQT's Johan Svanström to succeed Peter Brooks-Johnson as its new Chief Executive Officer, and Miguel López Puche joins Dunas Capital from Aq-Acentor as Head of Real Estate",
79520666.people-moves-20102022,2022-10-20T08:26:39.542Z,true,2022-10-20T08:26:39.809Z,2022-10-20T08:26:39.809Z,newsletter,only_paid,People Moves: 20/10/2022,"StepStone Real Estate welcomes Yasmine Uzmez as Managing Director for Business Development, and Africa's biggest bank arranges $306 Million ESG loan for Grit Real Estate",
79366066.people-moves-19102022,2022-10-19T13:48:41.320Z,true,2022-10-19T13:48:41.410Z,2022-10-19T13:48:41.410Z,newsletter,only_paid,People Moves: 19/10/2022,"BNP Paribas REIM UK appoints Munish Datta as Senior Independent Advisor in London, JLL appoints ANZ Head of Sustainability, and abrdn promotes Juan Guillermo Cediel-Cortés within Infrastructure",
79112300.people-moves-18102022,2022-10-18T07:21:23.687Z,true,2022-10-18T07:21:23.835Z,2022-10-18T07:21:23.835Z,newsletter,only_paid,People Moves: 18/10/2022,"Joseph Sumberg joins Galvanize Climate Solutions from Goldman Sachs, Knight Frank launches specialist leisure team headed up by John Rushby, and abrdn appoints new manager to lead Euro logistics fund",
78179850.people-moves-13102022,2022-10-13T12:28:12.041Z,true,2022-10-13T12:28:12.207Z,2022-10-13T12:28:12.207Z,newsletter,only_paid,People Moves: 13/10/2022,"17Capital announces 3 promotions across infrastructure, Goldman Sachs AM launches Paris-aligned Climate World Equity ETF, and Golding Capital enters impact market with €300m global private equity fund",
77960450.people-moves-12102022,2022-10-12T13:22:13.398Z,true,2022-10-12T13:22:13.511Z,2022-10-12T13:22:13.511Z,newsletter,only_paid,People Moves: 12/10/2022,"BNP Paribas Real Estate announces new Dutch CEO, Deutsche Bank's International Private Bank hires experienced WM exec as its incoming Head of APAC, and binance appoints new Director of ESG and RI",
77745856.people-moves-11102022,2022-10-11T10:11:43.625Z,true,2022-10-11T10:11:43.772Z,2022-10-11T10:11:43.772Z,newsletter,only_paid,People Moves: 11/10/2022,Zurich-based Thomas Lloyd Group welcomes Smita Nakhooda as Impact & ESG leader and Quintain's Catherine Webster joins PfP Capital as its incoming Chief Executive Officer,
77024166.people-moves-07102022,2022-10-07T13:18:06.706Z,true,2022-10-07T13:18:06.818Z,2022-10-07T13:18:06.818Z,newsletter,only_paid,People Moves: 07/10/2022,Catella Residential IM appoints Dr. Lars Vandrei as Senior Research Manager and M&G's Property Portfolio appoints Michael Wood as new Fund Manager to succeed Justin Upton,
76847843.people-moves-06102022,2022-10-06T15:37:12.867Z,true,2022-10-06T15:37:12.990Z,2022-10-06T15:37:12.990Z,newsletter,only_paid,People Moves: 06/10/2022,"Alexandre de Vaivre joins PAREF as Head of Capital Markets, QuadReal appoints Juliet Cha from CBRE IM as APAC Research Lead and SC welcomes Theodore Sheen from BNP as Head of Clean Tech in Americas",
76562078.people-moves-05102022,2022-10-05T08:00:15.286Z,true,2022-10-05T08:00:15.393Z,2022-10-05T08:00:15.393Z,newsletter,only_paid,People Moves: 05/10/2022,SMBC appoints Priya Bellino from EY as Head of ESG Solutions in APAC and capital markets expert Guy Bennett joins Cushman & Wakefield in South Australia from Knight Frank,
76395405.people-moves-04102022,2022-10-04T10:05:04.025Z,true,2022-10-04T10:05:04.576Z,2022-10-04T10:05:04.576Z,newsletter,only_paid,People Moves: 04/10/2022,Frontier Energy in Australia welcomes hydrogen expert Sam Lee Mohan as its new Managing Director and Jones Lang LaSalle hires two new Real Estate IB executives for its Capital Markets team in Madrid,
75745650.people-moves-30092022,2022-09-30T10:31:23.154Z,true,2022-09-30T10:31:23.405Z,2022-09-30T10:31:23.405Z,newsletter,only_paid,People Moves: 30/09/2022,"JLL welcomes Erin Meezan as CSO, REsustain Co-founder Andrea Rossi joins advisor M&G as its new Chief Executive, and Colliers appoints Thomas Chak, Stanley Wong as capital market leaders in Hong Kong ",
75536346.people-moves-29092022,2022-09-29T08:33:40.138Z,true,2022-09-29T08:33:40.296Z,2022-09-29T08:33:40.296Z,newsletter,only_paid,People Moves: 29/09/2022,"Alexander Thams joins KKR's European Real Estate team as Head of Nordics, and JLL appoints Erin Meezan as Chief Sustainability Officer, succeeding current CSO, Richard Batten",
75383986.people-moves-28092022,2022-09-28T11:37:34.762Z,true,2022-09-28T11:37:34.938Z,2022-09-28T11:37:34.938Z,newsletter,only_paid,People Moves: 28/09/2022,John Lamb announces his imminent departure from BlackRock's U.S. real estate business in November and Natixis IM announces the appointment of Dora Seow as new CEO of its Singapore branch,
75209364.people-moves-27092022,2022-09-27T12:11:16.304Z,true,2022-09-27T12:11:16.583Z,2022-09-27T12:11:16.583Z,newsletter,only_paid,People Moves: 27/09/2022,"Tri7 appoints Dan Green as Partner amid £250m spend capacity, Barclays to launch new sustainable residential development framework and Mirova launches pair of Article 9 bond funds",
75044131.people-moves-26092022,2022-09-26T14:34:48.820Z,true,2022-09-26T14:34:49.020Z,2022-09-26T14:34:49.020Z,newsletter,only_paid,People Moves: 26/09/2022,"Aon announces Luise O'Gorman as Global Head of ESG Transaction Advisory, C&W appoints David Gingell and Acardis appoints three senior Sustainability hires",
74557439.people-moves-23092022,2022-09-23T10:17:45.784Z,true,2022-09-23T10:17:46.187Z,2022-09-23T10:17:46.187Z,newsletter,only_paid,People Moves: 23/09/2022,"Schroders appoints Peter Lowe as Real Estate Fund Manager, Avangrid consolidates its renewables business and Magnolia Oil & Gas appoints new CEO as Stephen Chazen steps down for health reasons",
74361684.people-moves-22092022,2022-09-22T08:09:14.240Z,true,2022-09-22T08:09:14.367Z,2022-09-22T08:09:14.367Z,newsletter,only_paid,People Moves: 22/09/2022,State Street appoints Amani Boros as Head of ESG and Macquarie Asset Management poaches EMEA Infrastructure Lead,
74199067.people-moves-21092022,2022-09-21T09:28:07.375Z,true,2022-09-21T09:28:07.492Z,2022-09-21T09:28:07.492Z,newsletter,only_paid,People Moves: 21/09/2022,Barclays appoints Marie Freier as Co-Head of Sustainable Investment Banking and Edmond de Rothschild appoints new European Small & Mid Cap Equities Portfolio Manager,
74075035.people-moves-20092022,2022-09-20T11:01:14.848Z,true,2022-09-20T11:01:15.133Z,2022-09-20T11:01:15.133Z,newsletter,only_paid,People Moves: 20/09/2022,Arjun Infrastructure appoints Rhyadd Keaney-Watkins as Head of ESG and Thomas D. Smitham has been appointed as Chief of Leonardo's US Business Development Organizational Unit,
73585555.people-moves-16092022,2022-09-16T10:16:59.180Z,true,2022-09-16T10:16:59.581Z,2022-09-16T10:16:59.581Z,newsletter,only_paid,People Moves: 16/09/2022,JLL appoints Helen Amos as Head of Sustainability in Hong Kong and Avison Young makes two EMEA appointments across ESG Consultancy Services,
73447529.people-moves-15092022,2022-09-15T09:28:28.432Z,true,2022-09-15T09:28:28.675Z,2022-09-15T09:28:28.675Z,newsletter,only_paid,People Moves: 15/09/2022,"Shell CEO to step down, Cohen & Steers appoints Richard Hill as Head of Real Estate Strategy, reAlpha appoints Jorge Aldecoa as President and PurpleBricks unveils two new senior board appointments",
73308502.people-moves-14092022,2022-09-14T11:12:54.886Z,true,2022-09-14T11:12:55.050Z,2022-09-14T11:12:55.050Z,newsletter,only_paid,People Moves: 14/09/2022,"McCullough Robertson elects Kristan Conlon as its new Chair of Partners, Boreal IM appoints Nikos Koulouras as Partner and Energy Impact Partners announces the launch of its latest EUR €390m fund",
73135288.people-moves-13092022,2022-09-13T11:11:26.092Z,true,2022-09-13T11:11:26.232Z,2022-09-13T11:11:26.232Z,newsletter,only_paid,People Moves: 13/09/2022,DBS publishes new landmark decarbonisation targets and CN adds Innergex Renewables CEO Michel Letellier to its Board of Directors,
72980537.people-moves-12092022,2022-09-12T11:22:24.491Z,true,2022-09-12T11:22:24.592Z,2022-09-12T11:22:24.592Z,newsletter,only_paid,People Moves: 12/09/2022,"Colliers appoints Henry Lam as Capital Markets Executive in Hong Kong, JLL appoints Alsulaimani as Country Head of Saudi Arabia and Aermont raises €3.8bn for fifth European real estate fund",
72555572.people-moves-09092022,2022-09-09T12:11:02.801Z,true,2022-09-09T12:11:02.932Z,2022-09-09T12:11:02.932Z,newsletter,only_paid,People Moves: 09/09/2022,"Queen Elizabeth II has died, aged 96 and OMERS Private Equity appoints Helen Rattee as Managing Director of ESG",
72399369.people-moves-08092022,2022-09-08T14:39:14.775Z,true,2022-09-08T14:39:14.892Z,2022-09-08T14:39:14.892Z,newsletter,only_paid,People Moves: 08/09/2022,Jones Lang LaSalle introduces new international ESG team and Igneo Infrastructure appoints Michael Ryder as Co-Head of the firm's North American business,
72230325.people-moves-07092022,2022-09-07T12:12:23.102Z,true,2022-09-07T12:12:23.215Z,2022-09-07T12:12:23.215Z,newsletter,only_paid,People Moves: 07/09/2022,"New senior appointments at Barclays and HSBC AM across Real Assets, Private Credit and Sustainable Finance",
72059006.people-moves-06092022,2022-09-06T09:18:28.041Z,true,2022-09-06T09:18:28.157Z,2022-09-06T09:18:28.157Z,newsletter,only_paid,People Moves: 06/09/2022,Deutsche Bank’s Chief Investment Office appoints CIO EMEA and Nordea Asset Management launches real asset ESG fund,
71492006.people-moves-02092022,2022-09-02T11:39:45.671Z,true,2022-09-02T11:39:45.834Z,2022-09-02T11:39:45.834Z,newsletter,only_paid,People Moves: 02/09/2022,KGAL Real Investments appoints Michael Kohl as Head of Open Investment Funds,
71331639.people-moves-01092022,2022-09-01T13:18:15.118Z,true,2022-09-01T13:18:15.445Z,2022-09-01T13:18:15.445Z,newsletter,only_paid,People Moves: 01/09/2022,Bank of America expands global ESG Advisory business with multiple hires and Swiss Life Asset Managers launches 2nd €750 million clean energy fund,
71190310.people-moves-31082022,2022-08-31T14:38:29.152Z,true,2022-08-31T14:38:29.269Z,2022-08-31T14:38:29.269Z,newsletter,only_paid,People Moves: 31/08/2022,BlackRock appoints Elaine Wu as APAC Head of Sustainable Investing and David Krancenblum joins KKR as Head of France for Credit & Markets,
71010373.people-moves-30082022,2022-08-30T10:11:55.111Z,true,2022-08-30T10:11:55.237Z,2022-08-30T10:11:55.237Z,newsletter,only_paid,People Moves: 30/08/2022,Farhaz Miah of Hines joins QuadReal as European Research Lead,
70432568.people-moves-26082022,2022-08-26T11:07:19.948Z,true,2022-08-26T11:07:20.893Z,2022-08-26T11:07:20.893Z,newsletter,only_paid,People Moves: 26/08/2022,Europa Capital appoints Chris Miller-Jones as incoming ESG Director,
70271664.people-moves-25082022,2022-08-25T11:00:36.505Z,true,2022-08-25T11:00:36.761Z,2022-08-25T11:00:36.761Z,newsletter,only_paid,People Moves: 25/08/2022,Savills Earth appoints Daniel Richardson and RAK Properties appoints new CEO,
70111829.people-moves-24082022,2022-08-24T10:49:07.053Z,true,2022-08-24T10:49:07.230Z,2022-08-24T10:49:07.230Z,newsletter,only_paid,People Moves: 24/08/2022,"Slate AM appoints Jeff Rodgers, Barings completes $630m funding for first-ever infrastructure debt fund and KKR leads investment in Arevia Power",
69950217.people-moves-23082022,2022-08-23T09:01:19.374Z,true,2022-08-23T09:01:19.547Z,2022-08-23T09:01:19.547Z,newsletter,only_paid,People Moves: 23/08/2022,Steele Raymond welcomes new partner to commercial property team,
69792647.people-moves-22082022,2022-08-22T10:27:23.691Z,true,2022-08-22T10:27:23.854Z,2022-08-22T10:27:23.854Z,newsletter,only_paid,People Moves: 22/08/2022,"C&W appoints Mark Hansen to a newly created role and Credit Suisse welcomes Tim Foy as Head of Infrastructure, Australia",
69353839.people-moves-19082022,2022-08-19T08:57:29.944Z,true,2022-08-19T08:57:30.072Z,2022-08-19T08:57:30.072Z,newsletter,only_paid,People Moves: 19/08/2022,Teneo appoints Mark Watson as Head of ESG Advisory for the Asia-Pacific region,
69220259.people-moves-18082022,2022-08-18T11:43:35.441Z,true,2022-08-18T11:43:35.574Z,2022-08-18T11:43:35.574Z,newsletter,only_paid,People Moves: 18/08/2022,Greece’s SWF appoints ESG advisers to build value in public assets,
69046763.people-moves-17082022,2022-08-17T09:58:15.443Z,true,2022-08-17T09:58:15.698Z,2022-08-17T09:58:15.698Z,newsletter,only_paid,People Moves: 17/08/2022,Abrdn appoints Fionna Ross to lead new Sustainability Institute in the Americas as Greystone poaches Clive Lipshitz from Tradewind Interstate Advisors,
68888730.people-moves-16082022,2022-08-16T08:52:29.802Z,true,2022-08-16T08:52:29.915Z,2022-08-16T08:52:29.915Z,newsletter,only_paid,People Moves: 16/08/2022,New hires at Nuveen and Tiger Infrastructure as UK jobs market report is published,
67738399.people-moves-08082022,2022-08-08T15:10:38.847Z,true,2022-08-08T15:10:38.989Z,2022-08-08T15:10:38.989Z,newsletter,only_paid,People Moves: 08/08/2022,RSM UK appoints Tom Proverbs-Garbett as Associate Director in Birmingham,
67115682.people-moves-04082022,2022-08-04T09:05:39.364Z,true,2022-08-04T09:05:39.504Z,2022-08-04T09:05:39.504Z,newsletter,only_paid,People Moves: 04/08/2022,Knight Frank adds new Partner to growing Project & Building Consultancy team,
67000921.people-moves-03082022,2022-08-03T14:54:47.388Z,true,2022-08-03T14:54:47.515Z,2022-08-03T14:54:47.515Z,newsletter,only_paid,People Moves: 03/08/2022,Savills Earth appoints Dr Kat Martindale as Head of ESG Research,
66821502.people-moves-02082022,2022-08-02T12:31:48.776Z,true,2022-08-02T12:31:48.928Z,2022-08-02T12:31:48.928Z,newsletter,only_paid,People Moves: 02/08/2022,BNP Paribas welcomes Tanisha Krishnan as Associate Director for Workplace Strategy,
66624772.people-moves-01082022,2022-08-01T06:36:31.047Z,true,2022-08-01T06:36:31.157Z,2022-08-01T06:36:31.157Z,newsletter,only_paid,People Moves: 01/08/2022,"Cushman & Wakefield appoints Rosanna Tang as Head of Business Development Services, Hong Kong",
66045623.people-moves-28072022,2022-07-28T08:02:08.503Z,true,2022-07-28T08:02:08.623Z,2022-07-28T08:02:08.623Z,newsletter,only_paid,People Moves: 28/07/2022,Credit Suisse appoints Ulrich Körner as Group CEO; Conducts Strategic Review,
65934989.people-moves-27072022,2022-07-27T14:44:40.298Z,true,2022-07-27T14:44:40.428Z,2022-07-27T14:44:40.428Z,newsletter,only_paid,People Moves: 27/07/2022,Knight Frank welcomes Joe Warren from MITIE as latest ESG hire,
65727557.people-moves-26072022,2022-07-26T07:29:50.555Z,true,2022-07-26T07:29:50.653Z,2022-07-26T07:29:50.653Z,newsletter,only_paid,People Moves: 26/07/2022,Indosuez hires Anne Toledano as Global Head of Real Estate,
65617244.people-moves-25072022,2022-07-25T13:32:16.687Z,true,2022-07-25T13:32:16.823Z,2022-07-25T13:32:16.823Z,newsletter,only_paid,People Moves: 25/07/2022,AXA IM Alts welcomes Paul Jeffries as Senior Sales Manager within its UK Client Group,
65187326.people-moves-22072022,2022-07-22T11:34:41.482Z,true,2022-07-22T11:34:42.740Z,2022-07-22T11:34:42.740Z,newsletter,only_paid,People Moves: 22/07/2022,The Crown Estate appoints Anne Kavanagh and Clare Shine to its Board,
65026032.people-moves-21072022,2022-07-21T09:32:47.355Z,true,2022-07-21T09:32:47.491Z,2022-07-21T09:32:47.491Z,newsletter,only_paid,People Moves: 21/07/2022,Deutsche Bank promotes Jörg Eigendorf to Chief Sustainability Officer,
64733723.people-moves-19072022,2022-07-19T09:31:13.470Z,true,2022-07-19T09:31:13.600Z,2022-07-19T09:31:13.600Z,newsletter,only_paid,People Moves: 19/07/2022,UKAA Investor Lender Forum appoints Apache Capital’s Ashley Perry as Vice-Chair,
64585500.people-moves-18072022,2022-07-18T08:41:29.209Z,true,2022-07-18T08:41:29.321Z,2022-07-18T08:41:29.321Z,newsletter,only_paid,People Moves: 18/07/2022,Grosvenor recruits Ashleigh Simpson as SVP from MetLife Investment Management,
64170338.people-moves-15072022,2022-07-15T10:12:00.353Z,true,2022-07-15T10:12:00.680Z,2022-07-15T10:12:00.680Z,newsletter,only_paid,People Moves: 15/07/2022,AXA Investment Managers appoints two new ESG hires in its global RI team,
64013261.people-moves-14072022,2022-07-14T09:58:33.252Z,true,2022-07-14T09:58:33.389Z,2022-07-14T09:58:33.389Z,newsletter,only_paid,People Moves: 14/07/2022,Henley recruits Rodrigo Mansur from Tishman Speyer as US Investment Director,
63860022.people-moves-13072022,2022-07-13T10:31:55.202Z,true,2022-07-13T10:31:55.560Z,2022-07-13T10:31:55.560Z,newsletter,only_paid,People Moves: 13/07/2022,LBO France appoints Stanislas de Kertanguy as Head of ESG,
63718725.people-moves-12072022,2022-07-12T13:00:45.892Z,true,2022-07-12T13:00:45.990Z,2022-07-12T13:00:45.990Z,newsletter,only_paid,People Moves: 12/07/2022,Seven new hires bolster Knight Frank’s Project & Building Consultancy team,
63565376.people-moves-11072022,2022-07-11T14:32:38.007Z,true,2022-07-11T14:32:38.131Z,2022-07-11T14:32:38.131Z,newsletter,only_paid,People Moves: 11/07/2022,Turner & Townsend appoints new Real Estate leaders in Gulf region,
63103853.people-moves-08072022,2022-07-08T09:46:52.164Z,true,2022-07-08T09:46:52.744Z,2022-07-08T09:46:52.744Z,newsletter,only_paid,People Moves: 08/07/2022,Immobel Capital Partners hires Melinda Knatchbull from Schroders Real Estate as CFO,
62932598.people-moves-07072022,2022-07-07T07:10:18.398Z,true,2022-07-07T07:10:18.518Z,2022-07-07T07:10:18.518Z,newsletter,only_paid,People Moves: 07/07/2022,Knight Frank appoints Colliers' Jonathan Wright as Senior Director in Hong Kong,
62818810.people-moves-06072022,2022-07-06T14:08:28.060Z,true,2022-07-06T14:08:28.168Z,2022-07-06T14:08:28.168Z,newsletter,only_paid,People Moves: 06/07/2022,Matter Real Estate and GCM Grosvenor confirm £140m equity refinancing of Placefirst,
62669823.people-moves-05072022,2022-07-05T14:49:29.857Z,true,2022-07-05T14:49:30.000Z,2022-07-05T14:49:30.000Z,newsletter,only_paid,People Moves: 05/07/2022,Downing LLP appoints R&M's Roger Lewis as Head of ESG,
62493139.people-moves-04072022,2022-07-04T12:11:44.984Z,true,2022-07-04T12:11:45.149Z,2022-07-04T12:11:45.149Z,newsletter,only_paid,People Moves: 04/07/2022,Credit Suisse recruits from UBS for Sustainability Risk role in Zurich,
62038289.people-moves-01072022,2022-07-01T11:38:48.460Z,true,2022-07-01T11:38:48.549Z,2022-07-01T11:38:48.549Z,newsletter,only_paid,People Moves: 01/07/2022,Deutsche Bank appoints Markus Müller as ESG Chief Investment Officer,
61908515.people-moves-30062022,2022-06-30T16:28:58.438Z,true,2022-06-30T16:28:58.646Z,2022-06-30T16:28:58.646Z,newsletter,only_paid,People Moves: 30/06/2022,EY recruits Matt Bell as latest hire across sustainability,
61702555.people-moves-29062022,2022-06-29T11:00:26.256Z,true,2022-06-29T11:00:26.374Z,2022-06-29T11:00:26.374Z,newsletter,only_paid,People Moves: 29/06/2022,"ICYMI - JLL MENA appoints Real Estate veteran David Duke as Head of Residential, KSA",
61516638.people-moves-28062022,2022-06-28T10:54:26.977Z,true,2022-06-28T10:54:27.111Z,2022-06-28T10:54:27.111Z,newsletter,only_paid,People Moves: 28/06/2022,"JLL MENA appoints Real Estate veteran David Duke as Head of Residential, KSA",
61332080.people-moves-27062022,2022-06-27T12:27:43.862Z,true,2022-06-27T12:27:43.935Z,2022-06-27T12:27:43.935Z,newsletter,only_paid,People Moves: 27/06/2022,ICYMI - CBRE IM appoints Steven Storrs as Head of Portfolio Management,
60894969.people-moves-24062022,2022-06-24T09:45:36.250Z,true,2022-06-24T09:45:36.322Z,2022-06-24T09:45:36.322Z,newsletter,only_paid,People Moves: 24/06/2022,Savills adds ESG expert in North America as two new recruits join Barings,
60724887.people-moves-23062022,2022-06-23T07:36:45.527Z,true,2022-06-23T07:36:46.134Z,2022-06-23T07:36:46.134Z,newsletter,only_paid,People Moves: 23/06/2022,RenewableUK hires Jane Cooper from Ørsted and Schroders appoints Chris Santer,
60585082.people-moves-22062022,2022-06-22T09:29:54.987Z,true,2022-06-22T09:29:55.222Z,2022-06-22T09:29:55.222Z,newsletter,only_paid,People Moves: 22/06/2022,JLL’s PAM team appointed to manage 40 Leadenhall Street,
60432699.people-moves-21062022,2022-06-21T10:18:42.898Z,true,2022-06-21T10:18:42.965Z,2022-06-21T10:18:42.965Z,newsletter,only_paid,People Moves: 21/06/2022,CBRE acquires Green Soluce SAS whilst EnQuest's Martin Houston to step down,
60283558.people-moves-20062022,2022-06-20T10:26:07.883Z,true,2022-06-20T10:26:07.939Z,2022-06-20T10:26:07.939Z,newsletter,only_paid,People Moves: 20/06/2022,Cushman & Wakefield appoints Sam Alexander as Senior Investment Executive,
59877018.people-moves-17062022,2022-06-17T11:12:15.783Z,true,2022-06-17T11:12:15.848Z,2022-06-17T11:12:15.848Z,newsletter,only_paid,People Moves: 17/06/2022 🌈,UBS AM hires Andrew Morris from CPP & BlackRock launches Perpetual Strategy,
59731784.people-moves-16062022-,2022-06-16T12:33:53.262Z,true,2022-06-16T12:33:53.338Z,2022-06-16T12:33:53.338Z,newsletter,only_paid,People Moves: 16/06/2022 🌈,Fiera Real Estate appoints Charles Allen as UK CEO,
59574459.people-moves-15062022-,2022-06-15T10:53:04.209Z,true,2022-06-15T10:53:04.269Z,2022-06-15T10:53:04.269Z,newsletter,only_paid,People Moves: 15/06/2022 🌈,Urban&Civic appoints Richard Quartermaine as Head of Sustainability,
59412211.people-moves-14062022-,2022-06-14T09:27:35.951Z,true,2022-06-14T09:27:36.018Z,2022-06-14T09:27:36.018Z,newsletter,only_paid,People Moves: 14/06/2022 🌈,Greystar Real Estate appoints Cope Willis as Managing Director of Sustainability,
59266827.people-moves-13062022-,2022-06-13T11:16:01.824Z,true,2022-06-13T11:16:01.877Z,2022-06-13T11:16:01.877Z,newsletter,only_paid,People Moves: 13/06/2022 🌈,Savills grows Sustainability and Energy division with Perth appointment,
58848253.people-moves-10062022-,2022-06-10T12:28:24.971Z,true,2022-06-10T12:28:25.085Z,2022-06-10T12:28:25.085Z,newsletter,only_paid,People Moves: 10/06/2022 🌈,BNP Paribas Real Estate appoints Andrew Screen as Head of Residential Capital Markets,
58693632.people-moves-09062022-,2022-06-09T11:12:33.664Z,true,2022-06-09T11:12:33.726Z,2022-06-09T11:12:33.726Z,newsletter,only_paid,People Moves: 09/06/2022 🌈,CBRE Real Estate appoints New Canberra Managing Director,
58579081.people-moves-08062022,2022-06-08T16:41:57.844Z,true,2022-06-08T16:41:58.175Z,2022-06-08T16:41:58.175Z,newsletter,only_paid,People Moves: 08/06/2022 🌈,Savannah Energy appoints Nick Beattie as Chief Financial Officer,
58375285.people-moves-07062022-,2022-06-07T09:35:43.711Z,true,2022-06-07T09:35:43.798Z,2022-06-07T09:35:43.798Z,newsletter,only_paid,People Moves: 07/06/2022 🌈,Delancey announces Martin Farinola as Head of Real Estate Debt Strategies,
58214268.people-moves-06062022,2022-06-06T09:41:56.569Z,true,2022-06-06T09:41:56.688Z,2022-06-06T09:41:56.688Z,newsletter,only_paid,People Moves: 06/06/2022,"DBS Bank recruits Dr. Ben Caldecott, Director of Oxford Sustainability Finance Group",
57701692.people-moves-03062022,2022-06-03T08:28:51.722Z,true,2022-06-03T08:28:51.922Z,2022-06-03T08:28:51.922Z,newsletter,only_paid,People Moves: 03/06/2022,Nasdaq to acquire ESG software provider Metrio,
57538474.people-moves-01062022,2022-06-01T16:22:20.564Z,true,2022-06-01T16:22:20.652Z,2022-06-01T16:22:20.652Z,newsletter,only_paid,People Moves: 01/06/2022,Churchill appoints Weatherston as Head of Sustainability and ESG Integration,
57368919.people-moves-31052022,2022-05-31T15:27:18.041Z,true,2022-05-31T15:27:18.112Z,2022-05-31T15:27:18.112Z,newsletter,only_paid,People Moves: 31/05/2022,"Global infrastructure investor, Actis, appoints Yu Serizawa as Strategic Advisor",
57217718.people-moves-30052022,2022-05-30T15:00:38.967Z,true,2022-05-30T15:00:39.028Z,2022-05-30T15:00:39.028Z,newsletter,only_paid,People Moves: 30/05/2022,KPMG bolsters ESG offering with new Partner appointment,
56732557.people-moves-27052022,2022-05-27T02:25:31.273Z,true,2022-05-27T02:25:31.357Z,2022-05-27T02:25:31.357Z,newsletter,only_paid,People Moves: 27/05/2022,New appointments at Prudential and Manulife as Sunak approves 25% windfall tax,
56611616.people-moves-26052022,2022-05-26T07:42:02.572Z,true,2022-05-26T07:42:02.648Z,2022-05-26T07:42:02.648Z,newsletter,only_paid,People Moves: 26/05/2022,ICG appoints Elsa Palanza as Global Head of ESG,
56517682.people-moves-25052022,2022-05-25T15:28:24.729Z,true,2022-05-25T15:28:24.794Z,2022-05-25T15:28:24.794Z,newsletter,only_paid,People Moves: 25/05/2022,Marsh McLennan names new Climate and Sustainability Director,
56328113.people-moves-24052022,2022-05-24T08:38:13.285Z,true,2022-05-24T08:38:13.377Z,2022-05-24T08:38:13.377Z,newsletter,only_paid,People Moves: 24/05/2022,Urban Land Institute appoints new APAC Director for ESG & Decarbonisation,
56178525.people-moves-23052022,2022-05-23T08:05:02.870Z,true,2022-05-23T08:05:02.965Z,2022-05-23T08:05:02.965Z,newsletter,only_paid,People Moves: 23/05/2022,T. Rowe Price has named Poppy Allonby as its new investment and ESG leader,
